RMSE,AUC,TjurR2
0.4459139477352509,0.6962302746931619,0.10447139969633412
0.456173585485433,0.6575352315214265,0.07457593530838236
0.2961064537465883,0.8075806451612904,0.10250640426836706
0.10183239597825715,0.9282945736434108,0.3129141175878444
0.2804609121053493,0.7496069182389937,0.0458594334132538
