RMSE,AUC,TjurR2
0.43615996296611925,0.7507090187180941,0.1483813254915587
0.41322245689000314,0.7579010137149672,0.18802178668139335
0.45912698707205657,0.5997058823529412,0.0260862142185333
0.4629701726539872,0.6957572502685284,0.08672220325898083
0.4690448735954438,0.6996911991765311,0.09122212957996245
0.3589692161244218,0.7466902030008826,0.08926320508110558
0.371259477602451,0.6893203883495146,0.04123875267551472
0.31202874309488693,0.7603211009174312,0.09225788414598643
0.28012425638725513,0.7610619469026548,0.06807734818255214
0.3292119904557393,0.7944389275074478,0.12077106071252791
0.3041611459925343,0.7741312741312741,0.052902748131935504
0.2069927292804912,0.8403361344537815,0.04526539199003244
0.19288056194200512,0.775,0.026543861073519706
0.24286529652550792,0.6506410256410257,0.012746330987977325
0.14032881683711676,0.9426229508196722,0.11458070996871832
