RMSE,AUC,TjurR2
0.4272422974214634,0.7533606078316774,0.17190841498063636
0.4380024273711865,0.7167792792792793,0.16306744000632734
0.4481669142347033,0.6810883140053524,0.07703599905141234
0.4591754963694325,0.6760582737768004,0.09604908929692468
0.4553251193208118,0.7303767660910518,0.14988851392008073
0.34608561636819263,0.7661785545583373,0.11478766974657872
0.36626165788239784,0.698208041958042,0.07620396919594097
0.3316299902731944,0.778028028028028,0.12998902287598463
0.2764300489157537,0.8216679076693969,0.09569024389636561
0.3344814610429334,0.7635135135135135,0.11793893990151269
0.27736608184160016,0.7989575577066269,0.09679284867932648
0.22612725313011217,0.9222903885480572,0.16123424602914951
0.22116392619889555,0.7909090909090909,0.07105023080898008
0.23753889701686057,0.7638580931263859,0.03405990024156698
0.11633271771672325,0.9302325581395349,0.13558989795459733
