RMSE,AUC,TjurR2
0.44689715480264014,0.6971072036301759,0.10639447650532485
0.44292145761135343,0.6708407871198568,0.07192357850486297
0.4576574735016946,0.6239705882352942,0.028802300251787427
0.4728998825355894,0.6413802363050483,0.05299337270073512
0.47517977607824013,0.6887545033453423,0.07486482819125506
0.36989875904476455,0.6683583406884378,0.03961680856107719
0.3737027464799375,0.6434245366284201,0.03135191576739707
0.31145374940382226,0.7666284403669725,0.0953336541835795
0.28230467820047955,0.7927728613569321,0.05731706055963323
0.3422997984158216,0.7432969215491559,0.06694759493536259
0.30328404791999497,0.768983268983269,0.0566153479164819
0.20670296780686814,0.8249299719887955,0.04805612412928789
0.1944222196500609,0.6683333333333333,0.011740763302657789
0.24301507994342014,0.5865384615384616,0.009695346873035304
0.13858624262883543,0.9508196721311475,0.12465111982164531
