RMSE,AUC,TjurR2
0.41994775245158933,0.7964835164835165,0.20607947394841453
0.4173495383485925,0.7706919945725916,0.19344608422585907
0.4557128874152771,0.6171875,0.04167304404185912
0.459619873803209,0.6816666666666666,0.1071452362557197
0.4523302742799352,0.7527097551184263,0.13863939376997125
0.37302274800937263,0.7781796262808921,0.12935404472340736
0.3490924320272938,0.7937632884479093,0.10443342701565247
0.29508202496764147,0.8806818181818181,0.12707476403787193
0.2879169297328947,0.8304392236976507,0.11024070526165698
0.26375401887379757,0.8855975485188968,0.22934317862428372
0.24716688938746725,0.7818740399385561,0.052471307442660986
0.201257391599578,0.8947368421052632,0.10095647614694478
0.21446652959996404,0.7978947368421053,0.032395058047368676
0.24594261796726813,0.7265745007680491,0.05667692667045211
0.13766690567426773,0.9415807560137457,0.260556407024165
