RMSE,AUC,TjurR2
0.4356795878302025,0.7351950881362647,0.14159896628176416
0.42666062976718305,0.7388,0.16693010234426253
0.45434962229528597,0.6674075570822389,0.05408064513155064
0.46366869225629953,0.6675358539765319,0.0840954796378911
0.4637575440003646,0.7190229987520057,0.1132804541421652
0.35305872398493415,0.74368,0.08664571627973308
0.37215237847016724,0.6784101174345076,0.04604260955792208
0.3199969977966521,0.8014027316352897,0.12005930397409464
0.27568180043542395,0.8103991596638656,0.07402021804847378
0.3338566108048062,0.7764464224580623,0.11498410114257648
0.28790617121296513,0.7792592592592593,0.0613529930439575
0.21429445418736526,0.9275019700551616,0.14286846260396613
0.21896178502135313,0.778169014084507,0.04200464360043529
0.2538970983371065,0.7560497056899935,0.04099709969755909
0.12212566793921749,0.9387755102040817,0.17101116226935098
