RMSE,AUC,TjurR2
0.4342476024004314,0.7407429175972728,0.15545808577259812
0.43284992668242145,0.7349048800661704,0.14902538696822787
0.4625276418002117,0.6788778505305938,0.07613091838655328
0.46752237963627097,0.7023466666666667,0.10625547564377447
0.48226606685731216,0.6426440822413977,0.0567249445981059
0.35329981625563417,0.7494400895856663,0.10833849482903085
0.3361716978145278,0.6362707245060186,0.02340311750043164
0.29955027321307004,0.7753833950290852,0.08499251645574642
0.30221147060548254,0.7916666666666666,0.0982935531594399
0.3485380661515705,0.7572946859903382,0.09431805904929325
0.2780753006937599,0.7696000000000001,0.06001075978325711
0.22779850581426206,0.8852140077821011,0.122426552872077
0.2101463925489879,0.7116852613035819,0.021339836208981992
0.23709317931200533,0.6874145006839946,0.02504354447392612
0.0981436388252016,0.959409594095941,0.24301161878101254
