RMSE,AUC,TjurR2
0.4310891270885152,0.7692,0.1538088625878895
0.40413490892659787,0.7961165048543689,0.22077268337151912
0.455620201583152,0.6429738562091503,0.040229359495503436
0.47319582086071743,0.6714619672720734,0.0790583321811611
0.46993816664831317,0.6967360114777619,0.08599555485639548
0.35151313844773246,0.75872,0.09464965625259936
0.3612558864645821,0.70336,0.04740080405072333
0.3012487660605699,0.8211279461279462,0.10360952927910652
0.2728625787880038,0.8382352941176471,0.0904786324632039
0.34125914486493075,0.7691798941798942,0.10726748573075642
0.28942154738468884,0.7748148148148148,0.05674947168469817
0.19180204898514336,0.9270729270729271,0.1238240029450063
0.19249334914669264,0.8344907407407407,0.03627234443532926
0.2441943201157185,0.6942857142857143,0.03709488673823719
0.11805814656053591,0.9319727891156463,0.22446864831793883
