RMSE,AUC,TjurR2
0.4047692423400038,0.8166383701188454,0.27298227580031215
0.4544706873308222,0.7323481116584565,0.1368970918281065
0.4403194744024916,0.7095588235294118,0.11850950329751553
0.4611397740821732,0.6704545454545455,0.11570637106343146
0.4430074477554228,0.7678571428571429,0.15746665281830474
0.29398235633560205,0.7644444444444445,0.044999595142480905
0.3080594518425089,0.8997289972899729,0.265781859175421
0.2754685352099365,0.88,0.12539497280234702
0.1722499462769022,0.9895833333333333,0.14954247393174858
0.2405553067861667,0.9565217391304348,0.14960244608393264
0.25450498425208434,0.8260869565217391,0.10454910160829994
0.20429428905867072,0.9891304347826086,0.3075085999927056
0.21860536633984304,0.8865248226950355,0.11250241806115831
0.02614327183036867,NA,NA
0.14292107933110051,0.7551020408163265,0.009700133957989132
