RMSE,AUC,TjurR2
0.45452727338118665,0.6575439591605219,0.075989942971463
0.44436684339323396,0.6742695289206917,0.07014545039303777
0.4583649565230949,0.6211764705882353,0.0256133117700017
0.47801486872189874,0.6117078410311493,0.035608540456394056
0.4822658113900452,0.6533710756562018,0.051981669070889636
0.36929441031411764,0.6824801412180053,0.04295552250933454
0.3737385145221844,0.6434245366284201,0.030253905786889967
0.31055309307157897,0.762901376146789,0.10075239358535361
0.2848500175731828,0.7426253687315634,0.04465612781437368
0.3480456344416823,0.6688182720953326,0.04553726824026158
0.30409884758558997,0.7927927927927928,0.05260296125322421
0.20642207213920952,0.8165266106442577,0.050664139005022035
0.19460762377817598,0.7708333333333334,0.009462419324666453
0.24331677784218564,0.6308760683760684,0.008229617545967668
0.15033683380275858,0.8633879781420765,0.025408100253992726
