RMSE,AUC,TjurR2
0.4352749095800735,0.7569483834373227,0.15082085845372872
0.41317924927352895,0.761180679785331,0.1880577842954212
0.4548422344539745,0.6564705882352941,0.04038646792830314
0.4603134244958514,0.6825993555316864,0.09819526235317722
0.46591981655965453,0.7110138960370561,0.09711395342645646
0.35380889649576114,0.7718446601941747,0.10906195228836671
0.36877491984466404,0.6977052074139453,0.04903098684222848
0.30619435911885856,0.8337155963302753,0.11722367735350825
0.27734339114635864,0.8207964601769911,0.08282438342035736
0.3275152516815295,0.8033763654419066,0.13186639865330335
0.30313272973678335,0.7676962676962676,0.05777211279334707
0.19598757409513332,0.9187675070028012,0.11048263979075915
0.19303366992205678,0.8366666666666667,0.03074532511510547
0.23887443691413823,0.6987179487179487,0.03803337655277829
0.12338725239977918,0.9480874316939891,0.2610996974339322
