RMSE,AUC,TjurR2
0.2577844950656022,0.9444444444444444,0.49442128190664275
0.23518461612474953,1,0.5767710670625227
0.3431313813177727,0.94,0.4219423836751113
0.3263437652740717,0.9444444444444444,0.49688556142687207
0.32357953044233073,0.9166666666666666,0.22474616549576848
0.337780938371591,0.7777777777777778,0.1897552970255459
0.02662430225274441,NA,NA
0.20966801137947683,1,0.18209228017333245
0.026280756294294404,NA,NA
0.3121951365331471,0.8888888888888888,0.29108574887747496
0.02533552092139241,NA,NA
0.02645003672076976,NA,NA
0.19529212519203168,1,0.2599974270927626
0.02859828281892237,NA,NA
0.21658691037417402,1,0.17420509608430357
