region,altitude,surface,parcelle_active,plante_reference,climat,typo_pays_principale,typo_pays_secondaire,bassin_prod_principal,bassin_prod_secondaire,topographie,plan_eau,exposition,orientation_vent,enclave,corridor,drain,biogeoregions,seqnum,hex_area,CLC,CHELSA_tas,CHELSA_spi12
ILE-DE-FRANCE,79,22,1,Mais,Semi-oceanique,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,1,0,0,,1071508,95977942.2811129,3,7.5064751961652,-272.194826552447
NOUVELLE-AQUITAINE,15,5.37,0,Ble,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1064175,95977941.9156396,21,9.26862914517799,-273.583785915967
NOUVELLE-AQUITAINE,78,0.5,1,Salade,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone maraichere,Zone maraichere,Plaine,1,Plein soleil,Ouest,0,1,0,,1066375,95977942.0068371,21,8.42284433341321,-273.632469648196
CENTRE-VAL DE LOIRE,250,3.7,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Plein soleil,Ouest,0,1,0,,1063475,95976840.5566434,21,6.95060146860329,-272.734219838338
BRETAGNE,83,4,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Fond de vallee,0,Plein soleil,Ouest,0,1,0,,634201,95977942.2729036,21,8.11130810919262,-273.566187177386
GRAND-EST,150,11.06,1,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1074437,95977942.4420815,3,6.25058505688494,-272.510410420379
GRAND-EST,93,0.26,0,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1075166,95977942.4509305,21,6.87012344845653,-272.361477823652
GRAND-EST,170,1.08,1,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1074437,95977942.4420815,3,6.25058505688494,-272.510410420379
PAYS DE LOIRE,41,1.88,1,Vigne,Oceanique a semi-oceanique nord,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,,642246,95977942.0326317,22,8.49061021515817,-273.81660415187
NORMANDIE,120,17,1,Ble,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,626203,95977942.2307322,21,7.83830346280371,-272.690528200384
GRAND-EST,156,13.42,1,Ble,Semi-continental nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1075887,95977942.3753319,21,7.20149241521687,-272.158264342896
GRAND-EST,100,0.53,1,Vigne,Semi-continental nord,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1075166,95977942.4509305,21,6.87012344845653,-272.361477823652
NORMANDIE,72,9,1,Ble,Oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,626203,95977942.2307322,21,7.83830346280371,-272.690528200384
NORMANDIE,73,9.5,1,Ble,Oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,626932,95977942.2220676,21,7.68234907599056,-272.73576372932
NORMANDIE,90,9.3,1,Ble,Oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,626931,95977942.2286699,21,7.28882095673505,-272.740704166188
NOUVELLE-AQUITAINE,100,7.6,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1070013,95977941.9836375,24,8.55312652587891,-272.756687545776
NOUVELLE-AQUITAINE,37,3.75,1,Ble,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,653184,95977941.9261622,21,9.48938159942627,-273.73931350708
NOUVELLE-AQUITAINE,123,5.67,0,Mais,Oceanique a semi oceanique sud,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1072911,95977941.8914029,3,8.91968205359674,-272.629226389239
NOUVELLE-AQUITAINE,134,6,1,Mais,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,1,1,0,,1066369,95977941.9687192,21,8.26172376562048,-273.533023410373
NOUVELLE-AQUITAINE,8,15.76,1,Mais,Oceanique a semi oceanique sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,653913,95977941.9204571,21,9.69968311238733,-273.678885134111
CENTRE-VAL DE LOIRE,128,7.58,1,Ble,Semi-oceanique,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1067117,95977942.1025587,21,7.88413372439539,-273.028082385035
GRAND-EST,166,6.16,1,Mais,Semi-continental nord,Open field,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,1091226,95977943.005223,3,5.98892012327731,-272.522155578979
CENTRE-VAL DE LOIRE,60,1,0,Salade,Semi-oceanique,Paysage mixte,"Batis, milieu rural",Autres,Autres,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,1066381,95977942.0471561,21,8.19726434187456,-273.435758648497
CENTRE-VAL DE LOIRE,118,13.63,1,Ble,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,,1070043,95977942.2057379,21,7.619272306741,-272.579214073089
CENTRE-VAL DE LOIRE,125,28.53,1,Mais,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,,1068581,95977942.160361,21,7.71023233827338,-272.71409698854
CENTRE-VAL DE LOIRE,118,20.8,1,Mais,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,,1068582,95977942.1684132,21,7.6499880630813,-272.676411702961
CENTRE-VAL DE LOIRE,126,13.57,1,Ble,Semi-oceanique a semi-continental,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,,1070042,95977942.1973081,3,7.59121398636789,-272.623151374586
BRETAGNE,80,10,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,,636399,95977942.1739745,21,8.35778528773142,-273.315927653969
HAUTS-DE-FRANCE,95,7.69,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,1,1,0,,1065686,95977942.314541,21,6.60115325861964,-273.414716523269
CENTRE-VAL DE LOIRE,90,14.07,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1072963,95977942.2678201,21,7.74466803229067,-272.213314981856
HAUTS-DE-FRANCE,84,15,1,Mais,Oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1071524,95977942.4388191,21,6.60204422543621,-273.389767473901
OCCITANIE,80,9.75,0,Ble,Oceanique a semi oceanique sud,Open field,,,,Plaine,1,Plein soleil,Sud-Ouest,0,1,0,,1080210,95977941.9837477,21,9.15000085706835,-273.024934248491
PAYS DE LOIRE,18,9.25,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,649536,95977941.9678367,21,9.16402011964379,-273.956340510671
PAYS DE LOIRE,63,2.1,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,637865,95977942.111797,21,8.23363056760846,-273.441396077474
PAYS DE LOIRE,104,3.92,0,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,638594,95977942.1041607,21,8.3309515998477,-273.499226706369
PAYS DE LOIRE,86,3.11,1,Ble,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,640052,95977942.0890848,21,8.60030574447538,-273.690001505284
PAYS DE LOIRE,37,3.82,1,Ble,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,640786,95977942.0562218,23,8.50122837904023,-273.667137704244
PAYS DE LOIRE,82,8.2,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,635680,95977942.1238533,23,7.95060804378555,-273.228193352021
PAYS DE LOIRE,95,5.25,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,637136,95977942.1195133,21,8.13502597237775,-273.375029421138
PAYS DE LOIRE,68,7.34,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Zone forestiere,Bassin arboricole,Bassin arboricole,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,638603,95977942.0572379,3,8.29276925971709,-273.376806971538
GRAND-EST,121,4.5,1,Mais,Semi-continental nord,Paysage mixte,Zone de marais ou de basse vallee,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1094146,95977943.1385042,21,6.7140634645245,-272.353828475861
ILE-DE-FRANCE,118,6.9,1,Mais,Oceanique a semi-oceanique nord,Open field,Zone forestiere,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1065672,95977942.1924468,21,7.23604283221932,-272.686340509459
CENTRE-VAL DE LOIRE,89,9.32,1,Ble,Semi-oceanique,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1064924,95977942.0441729,3,8.10508707183564,-273.284250407876
GRAND-EST,202,3.24,1,Salade,Semi-continental nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1095595,95977943.0137933,21,6.53215387889317,-272.645240602039
ILE-DE-FRANCE,136,14,1,Ble,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1068587,95977942.2097434,21,7.36124211091262,-272.534908858982
OCCITANIE,425,11.17,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,,,,Plateau,0,Plein soleil,Ouest,0,1,0,,1078010,95977941.8923586,1,8.24869961552806,-273.00233796355
OCCITANIE,195,19.48,1,Mais,Oceanique a semi oceanique sud,Open field,,,,Plaine,0,Plein soleil,Sud-Est,1,1,0,,1083852,95977941.9841093,21,9.03839051031297,-272.674971057523
OCCITANIE,208,10.32,0,Ble,Oceanique a semi oceanique sud,Open field,,,,Plateau,0,Plein soleil,Sud-Est,0,1,0,,1080207,95977941.963974,21,9.03896502705364,-272.914937403295
OCCITANIE,120,3.43,1,Mais,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,,,,Plateau,0,Plein soleil,Sud-Est,0,1,0,,1074368,95977941.8925727,21,9.13515860034573,-272.553094679309
OCCITANIE,285,27.07,1,Mais,Oceanique a semi oceanique sud,Open field,,,,Plaine,0,Plein soleil,Ouest,0,1,0,,1087498,95977942.0121888,21,8.32712628794651,-273.071108151105
PAYS DE LOIRE,136,19,1,Ble,Oceanique a semi-oceanique nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,634226,95977942.1168166,23,7.47678590956188,-273.035594758533
PAYS DE LOIRE,129,5,1,Mais,Oceanique a semi-oceanique nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,634227,95977942.1112568,21,7.71363238421353,-273.033755770597
PAYS DE LOIRE,171,12,1,Ble,Oceanique a semi-oceanique nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,632767,95977942.1378621,21,7.3068075998295,-272.938760068995
NOUVELLE-AQUITAINE,430,2.99,1,Ble,Semi-oceanique a semi-continental,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Nord-Ouest,0,1,0,,1075129,95977942.1092591,24,6.89534068551863,-272.611987190957
PAYS DE LOIRE,162,8,1,Ble,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Nord-Ouest,0,1,0,,634226,95977942.1168166,23,7.47678590956188,-273.035594758533
NOUVELLE-AQUITAINE,280,57,1,Ble,Semi-oceanique a semi-continental,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord-Ouest,0,0,0,,1072936,95977942.0491985,23,7.45625143051147,-272.785500144959
OCCITANIE,125,3.5,0,Ble,Oceanique a semi oceanique sud,Paysage mixte,,,,Plaine,0,Plein soleil,Est,0,1,0,,1083852,95977941.9841093,21,9.03839051031297,-272.674971057523
OCCITANIE,150,10.79,1,Ble,Oceanique a semi oceanique sud,Open field,,,,Bas de coteau,0,Plein soleil,Est,0,1,0,,1080208,95977941.9705056,21,8.91089742611616,-272.941219818898
PAYS DE LOIRE,57,6.1,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,"Batis, milieu rural",Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,637138,95977942.1084979,21,8.22664047286896,-273.34407089142
PAYS DE LOIRE,100,3,1,Ble,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,636409,95977942.1161331,21,8.0336444941434,-273.262000066584
OCCITANIE,283,5.81,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,,,,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1088228,95977942.0238838,3,8.28684279793187,-273.15164505808
OCCITANIE,234,6.17,1,Mais,Oceanique a semi oceanique sud,Open field,,,,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1085309,95977941.9854499,21,8.53823459849638,-272.907649420445
PAYS DE LOIRE,66,10.4,0,Ble,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,1,0,,638595,95977942.0987756,21,8.32865761547554,-273.529998779297
AUVERGNE-RHONE-ALPES,400,3.96,1,Mais,Semi-continental sud,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1085340,95977942.2360893,21,6.62468205826192,-273.025759346877
PAYS DE LOIRE,20,8.8,1,Ble,Oceanique a semi oceanique sud,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,649537,95977941.9636846,21,8.97516064556098,-273.956440557
OCCITANIE,145,6.38,1,Salade,Oceanique a semi oceanique sud,Paysage mixte,"Batis, milieu urbain",,,Plaine,0,Plein soleil,Sud-Est,1,1,0,,1083856,95977942.011941,1,9.11298779078892,-272.604477721375
AUVERGNE-RHONE-ALPES,350,2.56,1,Mais,Semi-continental sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord-Ouest,0,1,0,,1085343,95977942.2646426,21,7.40812425613403,-273.044623756409
OCCITANIE,295,8.56,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,,,,Fond de vallee,0,Plein soleil,Ouest,0,1,0,,1079470,95977941.9107039,24,8.05784342959036,-273.019410376455
PAYS DE LOIRE,37,22.36,1,Mais,Oceanique a semi oceanique sud,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,650266,95977941.9576114,21,9.30740518923159,-273.947849603347
HAUTS-DE-FRANCE,75,3.65,1,Ble,Semi-oceanique a semi-continental,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1064226,95977942.2816284,21,6.67325078609378,-273.230755828148
CENTRE-VAL DE LOIRE,150,21,0,Ble,Semi-oceanique a semi-continental,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1066395,95977942.1504061,21,7.3116742122673,-272.592512119316
CENTRE-VAL DE LOIRE,119,23,0,Mais,Semi-continental sud,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,1,1,0,,1071483,95977942.0752912,3,8.31707911757949,-273.072418971091
NOUVELLE-AQUITAINE,19,0.2,0,Vigne,Oceanique,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,,1067812,95977941.8894745,3,9.54682398753561,-273.018216078448
CENTRE-VAL DE LOIRE,43,0.13,0,Vigne,Semi-oceanique,"Batis, milieu rural","Batis, milieu suburbain",Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Ouest,0,0,0,,1064191,95977942.0126338,3,8.48515459696452,-273.475031997218
CENTRE-VAL DE LOIRE,110,0.98,1,Vigne,Semi-oceanique,Paysage mixte,Zone forestiere,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Ouest,0,1,0,,1064921,95977942.0239254,3,8.19109497772404,-273.459449065975
CENTRE-VAL DE LOIRE,98,23.13,1,Mais,Semi-oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,1,,1067111,95977942.0591191,21,8.23596903172935,-273.4195141676
CENTRE-VAL DE LOIRE,84,2.3,1,Vigne,Semi-oceanique,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Ouest,0,1,0,,1068572,95977942.091115,21,8.05783397031118,-273.314458824066
OCCITANIE,198,2,1,Vigne,Semi-oceanique a semi-continental,Open field,,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Sud,0,0,0,,1085319,95977942.0579186,22,8.86226254124795,-272.586319658833
BOURGOGNE-FRANCHE-COMTE,,3.15,1,Mais,Semi-continental nord,Paysage mixte,,Autres,Autres,Plaine,0,Plein soleil,Sud-Est,0,0,0,,1088280,95977942.5267458,21,7.75060008366903,-273.034727154356
GRAND-EST,212,0.11,1,Vigne,Semi-continental nord,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Semi ombrage,Sud-Ouest,0,1,0,,1092689,95977943.1225974,21,6.08313699101293,-272.333484028661
BRETAGNE,40,10,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Bas de coteau,0,Semi ombrage,Sud-Ouest,0,1,0,,640047,95977942.1159266,21,8.98434501096427,-273.808671514672
AUVERGNE-RHONE-ALPES,160,1.53,1,Vigne,Semi-continental sud,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Nord,0,1,0,,1094825,95977942.4184179,3,7.25558934596755,-274.877143812476
AUVERGNE-RHONE-ALPES,220,0.4,1,Vigne,Semi-continental sud,Paysage mixte,Zone de montagne,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Nord,0,1,0,,1094098,95977942.433133,24,7.76082910246151,-274.673057215988
CENTRE-VAL DE LOIRE,145,5,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1065664,95977942.1290909,21,7.35295866509161,-272.637701090976
BRETAGNE,50,6.26,1,Mais,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Ouest,0,0,0,,634946,95977942.1606932,21,8.24759892218127,-273.058141468528
ILE-DE-FRANCE,118,39.35,1,Ble,Semi-oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1071506,95977942.2628838,3,7.52380968275524,-272.211251395089
BRETAGNE,150,8,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,635659,95977942.2535665,21,8.54345221746535,-273.34464100429
PAYS DE LOIRE,25,0.3,1,Vigne,Oceanique a semi-oceanique nord,Zone de marais ou de basse vallee,Bocage a dominante polyculture elevage,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,,643699,95977942.0428563,22,8.94759669935847,-273.952172152967
CENTRE-VAL DE LOIRE,175,18.51,1,Ble,Semi-continental sud,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1075869,95977942.2055696,21,8.06646782305183,-272.517682331364
CENTRE-VAL DE LOIRE,169,33,1,Ble,Semi-oceanique,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1075868,95977942.1969147,21,8.05001124923612,-272.610739813911
BRETAGNE,65,2.76,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Plein soleil,Nord-Ouest,0,1,0,,632024,95977942.2328673,24,8.16785076686314,-272.818568820045
OCCITANIE,290,0.5,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Nord-Ouest,0,1,0,,1088959,95977942.0434171,21,8.58725360795563,-273.130261589499
OCCITANIE,279,1.1,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Nord-Ouest,0,1,0,,1089687,95977942.0404038,3,7.53246753556388,-273.497533030324
HAUTS-DE-FRANCE,99,2.86,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Nord-Ouest,0,0,0,,1065680,95977942.2604064,21,6.80871867024621,-273.094357157862
BRETAGNE,50,3.77,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Fond de vallee,1,Plein soleil,Nord-Ouest,1,1,0,,632024,95977942.2328673,24,8.16785076686314,-272.818568820045
HAUTS-DE-FRANCE,70,4.21,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Nord-Ouest,0,0,0,,1066410,95977942.2763383,21,6.77848479914111,-273.152970779774
BRETAGNE,85,3,1,Mais,Oceanique,Zone de marais ou de basse vallee,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Fond de vallee,0,Plein soleil,Nord-Ouest,1,1,0,,634218,95977942.1629453,21,7.94641198655088,-273.013592565845
GRAND-EST,142,13.3,1,Ble,Semi-continental nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord-Ouest,0,0,0,,1076616,95977942.3834967,21,7.0083338192531,-272.122382572719
OCCITANIE,126,0.89,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Nord-Ouest,0,1,0,,1092613,95977942.14273,3,9.40986901521683,-273.314867521587
NOUVELLE-AQUITAINE,34,7.01,1,Mais,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Semi ombrage,Information inconnue,0,1,0,,1064907,95977941.9366208,3,8.81809659384511,-273.64147406268
NORMANDIE,20,1,1,Ble,Oceanique,Bocage a dominante polyculture elevage,"Batis, milieu rural",Zone maraichere,Zone maraichere,Zone maritime non bande cotiere,0,Semi ombrage,Ouest,0,0,0,,619631,95977942.39925,5,9.08873145704325,-272.462544700314
NORMANDIE,23,2.08,0,Ble,Oceanique,Autres,,Zone maraichere,Zone maraichere,Zone maritime non bande cotiere,0,Plein soleil,Information inconnue,0,1,0,,620360,95977942.388745,5,8.92326066660327,-272.549474316974
NORMANDIE,65,7.47,1,Salade,Oceanique,Bocage a dominante polyculture elevage,"Batis, milieu rural",Zone maraichere,Zone maraichere,Zone maritime non bande cotiere,0,Plein soleil,Ouest,0,1,0,,620359,95977942.3970242,23,8.58801214876231,-272.628834506922
AUVERGNE-RHONE-ALPES,330,0.28,1,Vigne,Semi-continental sud,Paysage mixte,Zone forestiere,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Nord,0,1,0,,1091186,95977942.4445906,24,8.04813677627848,-273.62975221243
GRAND-EST,272,15.6,1,Ble,Semi-continental nord,Paysage mixte,"Batis, milieu rural",Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Nord-Est,0,1,0,,1081003,95977942.5853747,3,6.37678580057053,-271.838330223447
BOURGOGNE-FRANCHE-COMTE,,9.15,1,Ble,Semi-continental nord,Paysage mixte,,Autres,Autres,Plaine,0,Plein soleil,Nord-Est,0,1,0,,1088284,95977942.5765563,3,7.4312169826392,-272.776484448982
GRAND-EST,226,13,1,Ble,Semi-continental nord,Paysage mixte,"Batis, milieu rural",Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,1,Plein soleil,Nord-Est,0,1,0,,1082469,95977942.7101551,21,5.9662860715112,-272.412212105684
