RMSE,AUC,TjurR2
0.3008464986906068,0.9761904761904762,0.42806651276358243
0.330069913057447,0.9545454545454546,0.4353964599034485
0.4215348041701668,0.6666666666666666,0.13517731815146194
0.42844660679464647,0.7756410256410257,0.24573321106777318
0.47245492176672077,0.6666666666666666,0.06270605150851682
0.3248097963614305,0.8214285714285714,0.1502714819380782
0.200020690192857,1,0.3021544373981568
0.24367391445427,0.9130434782608695,0.1524196718629844
0.034234266294795875,NA,NA
0.27817524152123835,0.9523809523809523,0.2989530141570913
0.17778356620048308,0.9583333333333334,0.13587249603688925
0.14454009040083363,1,0.2873115524306113
0.1548840553241462,1,0.2608230632392217
0.03261625971239289,NA,NA
0.1826653162375944,0.9583333333333334,0.12078113055878581
