RMSE,AUC,TjurR2
0.43068902277559307,0.7678916827852998,0.1694744085207075
0.4186338240761254,0.7535389282103134,0.1788193096451085
0.45491181333763026,0.6589989888776542,0.04213478980652874
0.45662121742589007,0.6814179796107507,0.10320124807883058
0.46045201411798486,0.7264109347442681,0.12102073809269509
0.36048380118661966,0.7458708708708709,0.08885897947532972
0.3759238905588351,0.6749090909090909,0.048307198230045784
0.31625016995757094,0.8135208711433757,0.13613180437710196
0.27952255466409653,0.805170239596469,0.07521863079045363
0.33617127751155984,0.7857142857142857,0.11323807643604
0.29325268563551743,0.7744982290436836,0.05742842884552066
0.19554972953909425,0.9296875,0.15927318875264765
0.20122152071144378,0.8087855297157623,0.03912652268851903
0.232356304482328,0.7116141732283464,0.028221070881559368
0.12308021255346074,0.9444444444444444,0.22088582956445826
