RMSE,AUC,TjurR2
0.43051899393909443,0.7465369879162983,0.15568390135163457
0.4344373209826345,0.7292753623188406,0.1530024608722802
0.4396113432567443,0.6790181363352095,0.06486203881088837
0.4584978935292929,0.6922448979591836,0.1059254021763465
0.4645717029948848,0.7214791502753737,0.11305816891980741
0.33873136076551663,0.7675175175175175,0.09843870263627172
0.3723821446642754,0.6890297202797203,0.05628237806610542
0.34925041233940113,0.7917241379310345,0.1110396266419933
0.2972542236078468,0.8449197860962566,0.1549343885324378
0.33239813300736226,0.7547754259163655,0.1021641313581512
0.284758774369477,0.7717795979151154,0.05762492593562088
0.232185207156987,0.8941717791411044,0.11922178332077592
0.1923889002478591,0.7517006802721088,0.02858222737064596
0.24494241647392406,0.7868098159509203,0.04804062494301731
0.1242240133663874,0.9517543859649122,0.21917495524413494
