RMSE,AUC,TjurR2
0.4410473500629237,0.7453204764605785,0.11122663941402999
0.43181973271606816,0.7452090592334495,0.13398500901961674
0.3223440442246806,0.7687908496732027,0.08947675584006504
0.010978324605781598,NA,NA
0.28527852327329783,0.7555309734513275,0.04667775028686205
