RMSE,AUC,TjurR2
0.4592312280550549,0.6378260869565218,0.059602126303758496
0.46893069205698895,0.6956,0.08845146238201596
0.3429815952250386,0.829413082437276,0.15712992817690896
0.10611047513019359,0.8988439306358382,0.03509882773207282
0.2963837321083552,0.7124911535739561,0.03763059182678584
