RMSE,AUC,TjurR2
0.42877550534211356,0.7453136265320836,0.1533156074693145
0.4382432603200404,0.7400305447140675,0.16430438645348122
0.44256291922200935,0.6916041704774099,0.08518918896176186
0.46582672614785364,0.6774193548387097,0.08768099360709836
0.4649881874015354,0.7067460317460318,0.11804521153977077
0.36316716072567734,0.7234629170113042,0.07065867830501635
0.3644788372535848,0.6972704714640199,0.058703731880183074
0.34864507373619946,0.8058059384941676,0.15453625588000516
0.32144805104958646,0.8164457070707071,0.14400341921550874
0.3179248572651628,0.7368050668543279,0.08167679524622849
0.2670358395671359,0.7652018395503322,0.05970917915337588
0.256084310061797,0.8660975609756097,0.13905077445459507
0.22941219425203965,0.6846879535558781,0.02468283914453065
0.2357058738899053,0.8043331076506431,0.04306766800717299
0.11493288367626901,0.9572727272727273,0.27075656788091435
