RMSE,AUC,TjurR2
0.4366486772393129,0.7410123669830313,0.1521163055951409
0.4386032182423638,0.7229517556380245,0.1481181179030564
0.44572497669046934,0.6796969696969697,0.07048869004809832
0.4526262948552654,0.6847552447552447,0.10345839057304751
0.45417236754774626,0.7442105263157894,0.14425050738603212
0.3534128975315266,0.7364194615021257,0.08071871487972865
0.36481890320829014,0.6820689655172414,0.04777193178880401
0.33653685495982966,0.7777490965410429,0.08482601127809
0.30723135565688625,0.8283752860411899,0.14334809843990187
0.334719244936039,0.7281879194630873,0.09301130558409157
0.2896321464074289,0.7795470629865534,0.06912172376984566
0.2301083125588585,0.9100204498977505,0.12964393067987232
0.23880835612807602,0.6790465631929047,0.023395809943797988
0.26369638800181433,0.7866015971606034,0.04816631684932347
0.1267567319533288,0.951764705882353,0.3016959351714349
