RMSE,AUC,TjurR2
0.43113509424288826,0.7310275962236746,0.1399235388820309
0.43763424130890555,0.7426232304281085,0.161365373930492
0.446455109760415,0.6897981254506128,0.08253724037989396
0.4655448126816431,0.6695916024274233,0.08805848684582096
0.46309144537714886,0.7138530208831501,0.12015278444328059
0.35642166163893796,0.7468982630272953,0.09676299079884546
0.3511832015985463,0.7315986198964922,0.0806736735127794
0.337153085451324,0.7846854791299236,0.12996562993940688
0.296893486875916,0.8527445460942998,0.17735878982259556
0.3346067041777392,0.7278173575129534,0.0693337100707177
0.2680617199927811,0.805609756097561,0.08607460937938674
0.25865901017115445,0.8956582633053222,0.16479473338525658
0.2282060374339636,0.701378809869376,0.031448779247681066
0.24982286278835877,0.7655502392344498,0.043981477649172304
0.11380569688510916,0.9609090909090909,0.2783476788544631
