RMSE,AUC,TjurR2
0.4365144175796697,0.7254538939321549,0.13365988593957978
0.438121859382605,0.7521367521367521,0.17315004258449207
0.43993764173781985,0.6914551083591332,0.08897027359541276
0.46594790307687695,0.666941331575478,0.08790219066105198
0.47059833377538984,0.6907161803713527,0.10307532502556455
0.358185916928076,0.7384285181037701,0.08413474524832448
0.35926232956073484,0.6820770837288779,0.05934386514188658
0.35566696355107436,0.7711111111111111,0.13191056801066486
0.3056377118265828,0.846697088222512,0.19548609952802448
0.3307120881663844,0.7138314785373608,0.05391710304621802
0.2636232334388037,0.7869220151828847,0.07528537233070175
0.24086779870861036,0.8975925260510241,0.17080805112806277
0.22358780097481798,0.7146153846153847,0.02474485990428766
0.234294212884242,0.7683538531691747,0.0428530412486449
0.1082654673260885,0.9555555555555556,0.23493447610998058
