RMSE,AUC,TjurR2
0.2731145573958056,0.9444444444444444,0.4428872152707419
0.30925120689394553,0.9259259259259259,0.5219207520096845
0.1782757839548323,1,0.3341480701469322
0.044681603095488014,NA,NA
0.19811725999487875,1,0.2690537993238862
