RMSE,AUC,TjurR2
0.43537731915051,0.7347944880019007,0.14007593738639634
0.44307861441686985,0.7397660818713451,0.15555147630108812
0.43433934106957534,0.7174613003095975,0.10719164448657936
0.4708421923792302,0.6588209654571211,0.0756968543230504
0.47009179859460865,0.6920424403183024,0.10431211762102355
0.36337195945246786,0.7282488986784141,0.07681795053208773
0.37026818309768084,0.6949333333333333,0.06352497218010542
0.3577665960551222,0.7781862745098039,0.13493747365545514
0.3288581879792299,0.8230027548209367,0.1654874430695273
0.3232860751855313,0.7005952380952382,0.05145894890593401
0.26045483994626334,0.7590729428674092,0.062627070566687
0.2611608603957885,0.85456,0.13049324725168399
0.22386671424262353,0.7002564102564103,0.022685453132235606
0.23474879855804306,0.761969904240766,0.04166399867198535
0.1091048840754525,0.96,0.23015281321406483
