RMSE,AUC,TjurR2
0.4267561613293731,0.7669491525423728,0.17639714590822564
0.41761315388034104,0.7870290480299108,0.21512795804686358
0.4593879911774384,0.6618840579710145,0.05240334569827476
0.47074583890912086,0.6821305841924399,0.08587654865248684
0.4758256316107535,0.6648206751054853,0.0703496115816894
0.34401020747859307,0.7684645286686103,0.10243171001711479
0.36147070098505374,0.6882380727444497,0.042705728941453
0.29578146393433413,0.8274193548387097,0.10095311940850649
0.290275720465811,0.819838056680162,0.10440970154715193
0.34439285571817846,0.743993993993994,0.07209548554373815
0.27969776558319154,0.7672955974842768,0.04831772994408183
0.19839053829963005,0.936969696969697,0.19869137798528064
0.22793903821030853,0.7424242424242424,0.03473141303304625
0.2455993010027429,0.7096114519427403,0.04306124624846383
0.10855451520975336,0.9457364341085271,0.2248518089425735
