RMSE,AUC,TjurR2
0.43425186108024205,0.7495231489509276,0.16435376155130677
0.4286012518292604,0.757239465926825,0.17370816459448335
0.4584737587523248,0.6730535807178776,0.06683703593914958
0.468983591355928,0.6999045042177304,0.09909677097200298
0.48072569477125476,0.6482544237207079,0.059122354016096834
0.35990283533882045,0.7234629170113042,0.08685805664316704
0.35776608610278293,0.675191064079953,0.037477050944974305
0.2835311987349203,0.819845027981059,0.09810027276962163
0.30284444469080446,0.7854657904909161,0.08880501455382987
0.35131380188377026,0.7665353222628765,0.10009637515765954
0.2706007868876752,0.7652018395503322,0.04728515109047113
0.22632786028381432,0.8961904761904762,0.1353594310671005
0.2228149574955619,0.695226917057903,0.017040943240915235
0.2196998578197352,0.7038341158059468,0.0341074280449966
0.11025260792482455,0.9536199095022624,0.22384259839082526
