RMSE,AUC,TjurR2
0.4432959166634511,0.723042080654588,0.10305208551995937
0.4352267754292393,0.762046485260771,0.15457496873959908
0.32548045414924637,0.7479304635761589,0.08441252810835481
0.12288806404766804,0.8924418604651162,0.09437894633667095
0.3127042981645835,0.7209677419354839,0.028586510598730366
